player,games_played,seasons_played,pos_mapped,avg_ts_percent,avg_per,avg_mpg,avg_x3p_ar,avg_orb_percent,avg_drb_percent,avg_ast_percent,avg_stl_percent,avg_blk_percent,avg_tov_percent,avg_usg_percent,avg_ows_48,avg_dws_48,avg_obpm,avg_dbpm,avg_bpm,avg_vorp,max_ts_percent,max_per,max_mpg,max_x3p_ar,max_orb_percent,max_drb_percent,max_ast_percent,max_stl_percent,max_blk_percent,max_tov_percent,max_usg_percent,max_ows_48,max_dws_48,max_obpm,max_dbpm,max_bpm,max_vorp,cluster_label,ALL_NBA_total,ALL_DEF_total,1T_ALL_NBA_total,2T_ALL_NBA_total,3T_ALL_NBA_total,1T_ALL_DEF_total,2T_ALL_DEF_total,DPOY_total,MIP_total,MVP_total,ROY_total,SMOY_total
Jordan Poole,266,4,1.75,-0.487,-0.354,0.061,0.713,-0.914,-1.038,0.441,-0.462,-0.625,0.113,1.036,-0.767,-0.488,-0.233,-1.233,-0.742,-0.592,0.49,0.292,0.758,0.833,-0.794,-0.809,0.8,-0.349,-0.572,0.769,1.591,0.198,0.545,0.63,-0.347,0.378,0.515,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tracy McGrady,873,13,2.462,-0.154,1.697,0.775,0.01,-0.189,0.196,1.228,0.414,0.325,-0.69,1.782,0.813,0.267,1.845,0.406,1.821,1.924,1.089,3.817,1.785,0.864,1.518,0.651,2.536,1.051,1.73,0.708,3.234,3.425,1.47,4.112,1.207,3.822,4.859,3,7.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Grant Long,963,14,4.0,-0.002,-0.406,0.307,-0.646,0.526,0.389,-0.559,0.559,-0.469,0.435,-0.758,-0.122,0.194,-0.427,0.488,-0.174,-0.173,0.915,0.5,1.341,-0.168,1.336,1.44,-0.231,1.469,-0.033,1.55,-0.237,0.697,1.364,0.487,1.206,0.533,0.751,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magic Johnson,837,11,1.273,1.737,2.5,1.398,0.441,-0.334,0.403,2.931,0.91,-0.501,1.097,0.577,2.489,0.692,2.663,1.278,2.959,3.553,2.222,3.289,1.652,1.818,0.905,0.837,3.452,1.909,-0.176,2.208,1.411,3.365,1.032,3.332,1.731,3.527,4.188,3,10.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Travis Diener,121,2,1.0,-0.245,-0.324,-0.976,1.961,-1.075,-0.842,1.333,-0.041,-0.797,-0.729,-0.911,0.511,-0.685,0.238,-0.358,0.054,-0.432,0.311,-0.166,-0.547,2.242,-0.929,-0.4,1.528,0.364,-0.724,-0.675,-0.563,0.785,-0.501,0.382,0.284,0.452,-0.34,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Meriweather,366,5,4.8,0.772,-0.693,-0.538,-0.611,0.722,0.772,-1.177,-1.03,1.246,0.324,-0.964,-0.166,-0.052,-0.87,0.092,-0.739,-0.746,1.348,-0.414,-0.152,-0.5,1.126,1.012,-1.039,-0.762,2.557,0.905,-0.465,0.39,0.629,-0.504,0.525,-0.189,-0.344,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sherman Douglas,715,10,1.0,0.013,0.147,0.263,-0.331,-0.964,-1.292,1.918,0.143,-0.818,0.972,0.114,0.066,-1.106,0.464,-0.926,0.022,-0.074,0.729,0.955,1.244,-0.081,-0.69,-1.105,2.423,1.624,-0.492,1.877,0.977,0.922,-0.379,1.158,0.035,0.777,0.79,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Larry Nance Jr.,426,7,4.357,0.615,0.36,-0.17,-0.903,1.14,0.923,-0.369,1.504,0.104,-0.104,-0.985,0.629,0.046,0.096,0.805,0.416,0.114,1.26,1.182,0.408,-0.065,2.112,1.528,0.335,2.561,0.594,0.918,-0.63,1.381,1.32,0.605,1.7,0.938,0.619,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maurice Lucas,639,9,4.0,-0.122,0.206,0.289,-0.527,0.834,1.772,-0.377,-0.727,-0.106,-0.165,0.378,-0.125,0.608,-0.115,-0.27,-0.216,-0.272,0.457,1.098,1.062,-0.313,1.522,2.368,0.358,-0.395,0.574,0.8,1.032,0.814,1.495,0.764,0.097,0.518,0.501,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Green,1107,15,3.733,0.072,-0.37,0.412,0.077,-0.465,-0.369,-0.62,-0.722,-0.202,-0.537,0.075,-0.236,-0.597,-0.227,-0.727,-0.509,-0.458,1.059,0.126,1.412,0.75,-0.158,0.287,-0.401,0.541,0.41,0.663,0.889,0.622,0.775,0.341,0.56,0.206,0.43,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miles Plumlee,314,5,5.0,0.194,-0.375,-1.019,-1.401,1.406,0.531,-0.986,-0.302,1.198,1.436,-1.031,-0.487,0.085,-0.883,-0.102,-0.834,-0.649,1.524,0.612,0.005,-1.215,1.935,1.5,-0.778,0.587,2.017,3.037,-0.611,0.598,0.788,0.008,0.819,-0.17,-0.4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Larry Bird,891,12,3.417,0.68,2.327,1.565,0.901,-0.25,1.505,1.172,0.571,-0.032,-0.603,1.461,1.606,1.507,2.336,1.465,2.767,3.485,1.766,3.371,1.759,1.5,0.395,1.893,1.494,1.05,0.414,0.049,2.122,2.903,2.178,3.335,1.838,3.56,5.206,3,10.0,3.0,9.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0
Jordan McLaughlin,156,3,1.0,-1.152,-0.547,-1.194,0.252,-0.618,-1.076,1.392,2.005,-0.695,1.314,-1.196,-0.123,-0.417,-0.591,0.618,-0.243,-0.484,-0.745,-0.33,-0.953,0.771,-0.603,-0.879,1.469,2.624,-0.505,1.643,-0.959,0.294,0.174,-0.472,1.267,0.155,-0.264,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erick Dampier,951,14,5.0,0.515,-0.138,-0.08,-1.01,1.703,1.011,-0.897,-1.44,1.716,1.153,-0.79,-0.195,0.448,-0.513,0.204,-0.373,-0.446,2.733,1.439,0.821,-0.882,3.012,2.18,-0.543,-1.094,3.068,2.324,0.528,1.283,1.378,0.727,1.43,0.528,0.479,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keita Bates-Diop,170,3,3.167,-0.007,-0.383,-0.9,-0.35,0.057,0.115,-0.852,-0.237,-0.116,-0.714,-0.636,-0.221,-0.719,-0.385,-0.586,-0.578,-0.588,0.46,-0.03,-0.478,0.29,0.534,0.562,-0.584,0.068,0.513,0.538,-0.476,0.272,0.0,0.134,-0.395,-0.222,-0.377,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Elliott,648,9,3.0,0.518,-0.096,0.871,0.3,-0.696,-0.521,-0.257,-0.804,-0.474,-0.608,0.002,0.336,0.027,0.348,-0.059,0.284,0.272,1.109,0.525,1.417,1.265,0.193,-0.158,0.101,-0.449,-0.133,-0.304,0.913,1.209,0.777,0.936,1.003,0.883,1.139,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.J. Miles,778,12,2.583,-0.079,-0.298,-0.436,1.142,-0.771,-0.703,-0.573,0.428,-0.317,-1.174,0.451,-0.195,-0.162,0.135,-0.265,0.004,-0.265,0.875,0.32,0.319,2.048,-0.516,-0.234,-0.161,1.438,-0.033,-0.33,1.219,0.592,0.571,1.018,0.741,0.994,0.218,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Séraphin,423,7,4.714,-0.639,-0.586,-1.24,-1.212,0.957,0.312,-0.719,-1.461,1.392,0.675,0.172,-1.315,0.267,-1.576,-0.415,-1.574,-1.019,0.49,0.291,-0.327,-1.014,2.042,0.744,0.129,-0.269,2.209,1.809,0.866,-0.04,1.652,-0.468,0.496,-0.568,-0.618,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Roberson,216,3,2.333,-0.258,-1.116,-0.026,0.52,0.04,-0.24,-0.908,0.53,0.324,-0.103,-1.921,-0.415,0.348,-0.687,1.274,-0.065,-0.204,0.571,-1.036,0.807,0.694,0.228,0.121,-0.682,0.817,0.73,1.249,-1.678,0.08,0.607,-0.219,1.456,0.266,0.011,5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Luke Kennard,328,5,2.0,0.716,-0.491,-0.297,0.954,-0.951,-0.528,-0.348,-0.721,-0.828,-0.571,-0.445,0.082,-0.316,0.084,-0.312,-0.068,-0.209,1.96,-0.353,0.397,1.597,-0.829,-0.352,-0.175,-0.094,-0.649,-0.132,-0.21,0.516,-0.201,0.409,0.005,0.192,0.161,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Temple,640,10,2.1,-0.861,-1.198,-0.259,0.794,-0.668,-0.883,-0.263,0.792,-0.242,0.281,-0.94,-1.015,-0.037,-1.095,0.666,-0.682,-0.667,-0.044,-0.702,0.463,1.38,-0.354,-0.591,0.251,2.091,0.099,1.855,-0.505,-0.532,1.061,-0.484,2.276,0.299,-0.284,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emanual Davis,161,3,1.333,0.138,-0.967,-1.026,1.756,-1.036,-0.644,0.139,0.975,-0.682,1.45,-0.613,-0.876,-0.679,-0.638,0.127,-0.545,-0.61,1.386,-0.56,-0.476,2.101,-0.923,-0.165,0.202,1.782,-0.589,2.79,-0.296,-0.323,0.383,-0.196,1.011,0.034,-0.335,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Battle,584,9,2.0,-0.144,-0.226,-0.785,-0.282,-1.376,-1.168,0.308,-0.606,-0.762,-0.752,0.543,0.072,-1.072,-0.194,-0.939,-0.551,-0.599,0.24,0.557,-0.052,0.211,-1.284,-0.781,0.824,0.121,-0.566,-0.107,1.38,0.871,-0.047,0.755,0.16,0.304,-0.209,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleksej Pokusevski,106,2,4.0,-2.353,-1.273,-0.355,0.312,-0.075,0.641,0.045,-0.608,0.835,1.647,0.19,-2.946,-0.099,-1.59,-0.464,-1.589,-1.174,-1.725,-0.653,-0.116,0.476,0.317,0.913,0.262,-0.074,0.968,1.894,0.217,-2.054,0.125,-1.133,-0.008,-0.961,-0.831,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Holton,281,4,1.25,-0.653,-0.902,-0.689,0.317,-1.216,-1.131,0.803,-0.1,-0.726,0.51,-0.428,-0.603,-1.036,-0.621,-0.586,-0.784,-0.743,0.0,-0.438,0.097,1.026,-0.759,-0.871,1.881,0.169,-0.652,0.742,0.011,0.089,-0.442,-0.187,-0.091,-0.366,-0.537,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Keefe,617,9,4.222,0.431,-0.53,-0.992,-0.912,1.351,0.652,-0.858,-0.275,-0.162,0.757,-1.004,-0.016,0.233,-0.47,-0.216,-0.503,-0.529,1.932,0.249,0.028,-0.747,1.985,1.015,-0.598,0.141,0.233,2.55,-0.29,1.369,0.86,0.679,0.325,0.329,0.135,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lance Thomas,387,7,3.786,-0.533,-1.363,-0.757,-0.304,-0.039,-0.588,-0.961,-0.95,-0.692,-0.43,-1.102,-0.609,-1.411,-1.199,-0.987,-1.483,-1.046,0.667,-0.99,0.011,0.628,0.98,-0.06,-0.682,-0.457,-0.49,0.112,-0.433,0.489,-0.787,-0.673,-0.518,-1.069,-0.805,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Acres,357,5,5.0,0.42,-1.29,-0.979,-0.632,1.167,0.68,-1.055,-0.719,-0.275,0.341,-1.92,-0.034,-0.72,-0.921,-0.251,-0.89,-0.76,1.085,-1.143,-0.435,-0.589,1.364,0.973,-0.912,-0.354,-0.043,0.855,-1.548,0.248,-0.429,-0.857,-0.131,-0.78,-0.692,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Jokić,596,8,5.0,1.33,2.741,0.887,-0.774,1.304,2.116,2.251,0.71,0.147,0.841,1.252,2.636,0.885,2.789,2.214,3.371,3.895,2.3,4.141,1.368,-0.275,1.713,3.37,3.427,1.195,0.353,1.439,2.327,3.878,1.882,4.11,3.895,5.101,6.256,3,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Caris LeVert,352,6,2.333,-0.716,-0.036,0.517,-0.041,-0.515,-0.556,0.794,0.558,-0.54,0.049,0.766,-0.656,-0.209,-0.058,-0.263,-0.179,-0.242,0.125,0.642,0.946,0.825,-0.204,-0.237,1.282,1.097,-0.074,0.886,1.811,-0.406,0.941,0.374,0.646,0.131,-0.005,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Stockton,1504,19,1.0,1.71,1.824,0.737,0.294,-1.109,-1.108,3.69,2.386,-0.677,1.643,-0.111,1.996,0.757,2.031,1.586,2.432,2.686,2.773,2.456,1.505,1.252,-0.811,-0.861,4.37,3.476,-0.559,2.377,0.342,2.79,1.987,2.999,2.982,3.463,4.324,3,11.0,5.0,2.0,6.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Sam Dekker,197,3,4.0,-0.461,-0.445,-1.113,-0.144,0.491,-0.148,-0.755,0.185,-0.555,-1.021,-0.682,-0.158,-0.697,-0.324,-0.609,-0.536,-0.54,-0.021,-0.3,-0.735,0.592,0.628,0.033,-0.647,1.482,-0.348,-0.642,-0.558,0.26,-0.464,0.245,-0.551,0.036,-0.222,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Belinelli,827,12,2.083,0.079,-0.567,-0.167,0.917,-1.056,-1.014,-0.256,-0.486,-0.938,-0.772,0.036,-0.196,-0.972,-0.103,-0.854,-0.466,-0.472,1.333,0.083,0.678,1.23,-0.756,-0.653,0.229,0.727,-0.845,0.397,0.275,0.697,0.259,0.551,0.203,0.574,0.439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jayson Tatum,439,6,3.333,0.14,1.028,1.307,-0.047,-0.493,0.622,0.134,0.187,-0.006,-0.492,1.455,0.398,1.072,1.183,0.353,1.18,1.654,0.617,1.863,1.569,0.284,-0.362,1.224,0.795,0.873,0.276,-0.179,2.363,1.161,1.549,1.951,0.965,1.922,2.712,4,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Collison,875,12,4.5,0.753,-0.393,-0.497,-0.977,1.414,0.432,-0.611,-0.544,0.156,0.9,-1.227,0.359,-0.124,-0.48,0.084,-0.385,-0.478,1.98,0.164,0.479,-0.167,1.974,1.575,-0.215,0.06,0.71,4.402,-0.542,1.027,0.841,0.058,0.929,0.459,0.134,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Wingate,654,10,2.1,-0.734,-1.151,-0.747,-0.156,-0.787,-0.862,-0.021,0.609,-0.6,0.516,-0.667,-1.052,-0.214,-0.949,0.265,-0.719,-0.647,1.022,-0.564,0.134,0.703,-0.467,-0.19,0.228,1.458,-0.313,1.39,0.396,-0.061,0.549,-0.35,1.231,-0.062,-0.251,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Sikma,943,12,4.917,0.234,0.84,1.034,0.023,0.218,1.847,-0.021,-0.216,0.336,-0.496,0.324,0.554,1.261,0.642,0.95,1.006,1.182,0.826,1.657,1.514,1.979,0.8,2.373,0.481,0.04,0.816,-0.028,0.894,1.115,2.153,1.221,1.823,1.894,2.339,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Dudley Bradley,562,8,2.0,-0.69,-0.642,-0.871,1.664,-0.995,-0.74,0.093,3.474,-0.258,0.596,-0.961,-0.915,1.192,-1.007,2.837,0.416,-0.122,0.761,-0.232,-0.075,4.864,-0.7,-0.112,0.657,5.025,0.296,1.946,-0.43,-0.367,2.265,-0.594,4.123,0.817,0.453,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Keith McLeod,167,3,1.0,-1.188,-1.04,-0.554,0.161,-1.242,-1.331,0.972,0.717,-0.608,0.754,-0.258,-1.033,-0.965,-0.915,-0.614,-1.082,-0.853,-0.292,-0.937,0.103,0.286,-1.141,-1.062,1.568,1.362,-0.561,1.009,0.002,-0.606,-0.792,-0.779,-0.408,-0.83,-0.752,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeMar DeRozan,1031,14,2.429,-0.005,0.907,1.317,-1.06,-0.688,-0.511,0.582,-0.21,-0.658,-0.737,1.494,0.777,-0.679,0.714,-0.712,0.314,0.548,0.7,2.008,1.663,-0.502,-0.148,0.126,1.91,0.339,-0.288,-0.139,2.833,1.69,0.422,1.785,0.207,1.19,1.507,4,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Kleine,927,13,5.0,-0.88,-1.083,-1.066,-0.727,0.795,1.101,-0.854,-1.185,-0.195,0.005,-0.85,-0.754,-0.116,-1.122,-0.683,-1.26,-0.91,-0.02,-0.216,-0.038,-0.523,1.388,1.832,-0.316,-0.728,0.273,1.444,-0.318,0.272,1.16,-0.142,-0.215,-0.284,-0.487,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Todd Fuller,215,4,5.0,-1.016,-1.09,-1.637,-0.936,1.093,1.094,-1.206,-1.432,0.09,0.121,-0.138,-1.343,0.05,-1.56,-1.321,-1.923,-1.028,-0.644,-0.675,-1.334,-0.781,1.852,1.828,-1.107,-0.726,0.404,0.498,0.117,-0.695,0.938,-1.191,-0.519,-1.843,-0.874,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brad Sellers,398,6,3.833,-0.771,-0.796,-0.924,-0.612,0.057,-0.433,-0.536,-1.168,0.515,-0.47,-0.304,-0.465,-0.244,-0.543,-0.549,-0.699,-0.633,0.022,-0.169,0.255,-0.506,0.883,0.191,-0.184,-0.524,0.945,0.351,0.605,-0.072,0.737,-0.334,0.033,-0.366,-0.527,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justise Winslow,260,4,3.5,-1.351,-0.747,0.08,-0.309,-0.027,0.445,0.045,0.462,-0.129,0.611,-0.419,-1.224,0.658,-0.957,0.657,-0.526,-0.518,-1.0,-0.399,0.799,-0.03,0.589,0.93,0.794,1.185,0.702,0.882,0.283,-0.963,0.916,-0.445,0.878,-0.174,-0.205,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Gibson,362,6,1.167,0.235,-0.908,-0.224,1.665,-0.977,-1.224,-0.082,-0.382,-0.644,-0.479,-0.727,-0.024,-0.541,-0.245,-0.064,-0.246,-0.41,1.636,-0.294,0.567,1.886,-0.665,-0.892,0.542,0.06,-0.499,0.213,0.155,0.502,0.441,0.295,0.753,0.128,-0.167,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lou Williams,1054,15,1.467,-0.032,0.658,-0.018,0.22,-0.858,-1.092,0.975,0.344,-0.757,-0.241,1.251,0.549,-0.739,0.941,-0.862,0.47,0.336,1.0,1.458,1.168,1.029,-0.715,-0.781,2.039,1.345,-0.554,0.653,2.405,1.699,0.55,1.987,0.109,1.575,1.349,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Mason Plumlee,740,10,5.0,1.046,0.683,-0.229,-1.599,1.453,1.237,0.198,0.144,0.959,1.489,-0.495,0.716,0.577,0.036,1.165,0.533,0.308,2.688,1.034,0.336,-1.167,1.882,2.188,0.698,0.746,1.888,2.489,0.011,1.595,1.364,0.494,2.07,0.829,0.762,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Ennis III,366,6,2.917,0.458,-0.717,-0.442,0.473,0.145,-0.369,-0.817,-0.081,-0.36,-0.179,-0.981,0.012,-0.402,-0.588,-0.177,-0.593,-0.615,0.755,-0.506,-0.07,0.915,0.407,-0.043,-0.591,0.195,-0.166,0.407,-0.667,0.204,0.257,-0.328,0.622,-0.324,-0.407,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee Mayberry,487,6,1.0,-0.315,-1.086,-0.433,1.792,-1.279,-1.345,1.15,0.014,-0.812,1.198,-1.268,-0.394,-1.827,-0.495,-0.996,-0.859,-0.846,0.021,-0.727,-0.125,2.154,-1.198,-1.036,1.413,0.424,-0.686,2.413,-0.82,0.052,-1.444,0.058,-0.442,-0.122,-0.335,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Duhon,606,9,1.0,-0.393,-1.028,-0.045,1.635,-1.093,-1.121,1.223,-0.084,-0.912,1.871,-1.223,-0.461,-0.316,-0.516,0.017,-0.452,-0.457,0.673,-0.274,1.317,2.251,-1.012,-0.834,1.644,0.585,-0.682,4.164,-0.747,0.285,1.068,0.216,1.293,0.443,0.23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Scalabrine,407,7,4.0,-1.087,-1.667,-1.208,1.034,-0.241,-0.209,-0.396,-0.701,-0.168,1.029,-1.196,-1.235,0.446,-1.118,0.294,-0.889,-0.728,0.063,-0.825,-0.406,2.016,0.598,0.461,-0.061,-0.036,0.206,1.92,-0.359,-0.767,1.521,-0.656,0.865,-0.538,-0.585,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sedale Threatt,930,13,1.077,-0.115,-0.006,-0.168,0.03,-1.273,-1.144,0.905,1.006,-0.69,-0.421,-0.073,0.275,-0.461,-0.106,0.226,-0.017,-0.144,0.826,0.756,1.351,0.737,-0.731,-0.722,1.793,1.999,-0.391,0.47,0.424,1.428,0.199,0.866,0.95,0.838,0.869,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dejounte Murray,356,5,1.2,-1.097,0.567,0.725,-0.922,-0.201,0.714,1.359,1.945,-0.63,0.239,0.706,-0.524,0.652,0.22,0.985,0.597,0.74,-0.784,1.721,1.464,-0.448,0.642,1.047,3.054,2.792,-0.194,1.113,1.49,0.513,2.021,1.687,1.838,2.014,2.429,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ed Davis,640,9,4.278,0.867,0.394,-0.535,-1.323,1.97,1.542,-0.866,-0.593,0.96,0.034,-0.982,0.772,0.54,-0.128,0.12,-0.06,-0.192,1.762,1.24,0.01,-1.014,2.939,3.128,-0.582,0.185,1.633,1.38,-0.287,1.646,1.535,0.742,0.759,0.807,0.423,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Smith,906,13,2.0,0.691,0.272,0.519,1.007,-0.566,-1.108,0.273,-0.64,-0.574,-0.516,0.375,1.04,-0.635,0.832,-0.586,0.482,0.431,1.587,1.095,1.527,1.418,-0.037,-0.507,1.407,-0.141,-0.386,0.959,1.22,2.016,0.149,1.725,0.102,1.211,1.576,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricky Pierce,827,12,2.0,0.956,0.954,0.069,-0.101,-0.644,-1.08,-0.184,-0.081,-0.677,-1.045,1.277,1.477,-0.597,0.997,-0.663,0.586,0.271,1.638,1.807,0.985,0.59,-0.108,-0.747,0.112,0.849,-0.491,-0.226,2.641,2.114,0.878,1.89,0.459,1.136,0.908,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Tony Campbell,637,9,2.778,-0.429,-0.165,-0.297,-0.432,0.044,-0.643,-0.458,0.294,-0.556,-0.524,0.968,-0.504,-0.171,-0.326,-0.577,-0.545,-0.46,0.067,0.686,1.483,-0.105,0.345,-0.087,0.085,0.717,-0.203,0.739,1.986,-0.083,1.829,0.79,0.84,0.273,0.379,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Lamb,514,8,2.063,-0.279,0.125,-0.422,0.222,-0.604,0.186,-0.244,0.229,-0.167,-1.196,0.383,0.007,0.104,0.213,0.185,0.264,-0.049,0.044,0.526,0.637,0.792,-0.29,1.163,0.121,1.047,0.161,-0.839,0.764,0.553,0.928,0.64,0.637,0.69,0.545,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy McKinney,389,5,1.0,-0.032,-0.325,-0.534,-0.215,-1.593,-1.128,1.121,-0.146,-0.815,-0.381,-0.456,0.258,-1.535,-0.13,-0.874,-0.562,-0.633,0.733,0.008,0.051,-0.036,-1.518,-0.974,1.551,0.483,-0.679,0.425,-0.28,0.899,0.268,0.405,0.097,-0.186,-0.452,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clarence Weatherspoon,875,12,3.5,0.22,0.309,0.567,-0.946,0.734,1.003,-0.692,-0.114,0.236,-0.408,-0.244,0.137,0.159,0.131,-0.06,0.095,-0.021,2.044,1.004,1.645,-0.758,1.723,1.752,-0.176,0.341,0.779,0.649,1.03,1.112,1.518,0.689,1.011,0.654,0.741,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Todd MacCulloch,223,4,5.0,1.152,0.626,-1.006,-0.993,1.382,0.831,-0.976,-1.184,1.338,-0.701,-0.266,0.895,1.127,0.01,0.51,0.222,-0.299,2.022,0.977,-0.06,-0.942,2.097,1.19,-0.533,-0.725,2.243,-0.498,-0.143,1.632,1.593,0.313,1.354,0.65,0.132,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Larry Drew,714,10,1.0,-0.425,-0.23,0.092,0.461,-1.518,-1.161,1.595,0.366,-0.839,0.653,0.14,-0.246,-0.883,0.03,-0.716,-0.275,-0.315,0.391,0.934,1.301,1.899,-1.405,-0.958,2.24,1.153,-0.741,3.174,0.94,0.912,-0.095,1.204,-0.131,0.752,0.885,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
